tweet,image_url,tweet_link
indonesia  government approve the RUU TNI that would limit the freedom of speech in real life and social media!,https://pbs.twimg.com/media/GmnRqMzaEAAg28n?format=png&name=small,https://x.com/Not_eaJPark
"[SERUAN AKSI MASSA: #TOLAKRUUTNI]

Halo, FH UI, UI, dan Indonesia!

DPR dan pemerintah telah sepakat untuk membawa pembahasan draf RUU TNI ke sidang paripurna. Tinggal selangkah lagi bagi ""RUU Pembunuh Demokrasi"" ini untuk memiliki daya laku.",https://pbs.twimg.com/media/GmaopR0a8AEt74m?format=jpg&name=900x900,https://x.com/BEM_FHUI
"Penguasa dan politisi ""kongkalikong"" memilih bulan Ramadhan utk mengesahkan RUU TNI yg prosesnya cacat dan kontroversial, dengan harapan publik akan cenderung pasif, namun justru yg terjadi sebaliknya.

Pengesahan ""kebut semalam"" RUU TNI, memantik resistensi keras dari masyarakat",https://pbs.twimg.com/media/Gmzu_g4aoAAXO7l?format=jpg&name=900x900,https://x.com/__AnakKolong
" SERUAN #TolakRUUTNI 

Waktu kita hanya tersisa 24 jam.

RUU ini bukan cuma soal TNI dapat jabatan sipil. Ini soal militer makin leluasa ngurus ekonomi, pemerintahan, bahkan kehidupan kita. Jangan kaget kalau besok lagu K-Pop & musik Barat dibredel karena “gak Pancasilais.”",https://pbs.twimg.com/media/GmYyRPxa8AAdU1P?format=jpg&name=medium,https://x.com/barengwarga
kisi2 UU TNI dan RUU Polri..,https://pbs.twimg.com/media/GpfKk6_bEAAFgyP?format=jpg&name=small,https://x.com/piyopikavet
"Prabowo vs. Jokowi: Tahta yang Dibagi Dua

Di tengah gemuruh protes mahasiswa dan aktivis yang mengguncang jalanan di Jakarta hingga ke Malang dan Yogyakarta, Presiden Prabowo Subianto menandatangani RUU TNI pada 27 atau 28 Maret 2025 (sebelum lebaran menurut pemberitaan yang",https://pbs.twimg.com/media/Go0eFGdbsAAr5Mq?format=jpg&name=900x900,https://x.com/hnirankara
"Kemarin saja ketika para Mahasiswa bersatu untuk menolak RUU TNI, mereka tetap MengSahkan 

Entahlah mereka berlagak tak mendengar atau memang budek beneran  ?!
#cabutruutni 
#TolakRUUKejaksaan 
.
.
Ahok Baim Tara Basro Tamparan Generasi Hebat Bank BJB Wulan Guritno Jokowi",https://pbs.twimg.com/media/Got4TLjacAANvVz?format=jpg&name=medium,https://x.com/hope_emak
"Revisi RUU Kejaksaan yang kini disiapkan DPR dikhawatirkan memperkuat impunitas jaksa. Setelah UU TNI, ini langkah lanjutan yang ancam supremasi sipil dan akuntabilitas hukum.
.
Rencana revisi ini disebut beri jaksa wewenang berlebihan, seperti intervensi ranah sipil, tanpa",https://pbs.twimg.com/media/GpmGPKabsAAfXAD?format=jpg&name=900x900,https://x.com/arifin34533
"udah gue bilang dari Maret bahkan sebelum Revisi RUU TNI disahkan, tapi orang-orang sibuknya kritik KDM dari identitas sinkretisme dia. Kan sangat memperlihatkan anak Twitter/X ini tidak pada napak tanah.",https://pbs.twimg.com/media/GplCbr0akAA23Ks?format=jpg&name=900x900,https://x.com/Heavenlypuff
"Ladalahhhh...
Belum bahas isinya, tp udh menargetkan disahkan tahun ini?

Ohmaigot
Makin runyam keknya
Nanti ga pake dibahas tetiba sah..

Pembahasan diam2 di hotel macam RUU TNI
Paling jg yg dibahas, menunya apa? 
Makin ga meyakinkan",https://pbs.twimg.com/media/GpSaf6cbYAATEXo?format=png&name=small,https://x.com/Jelli_cent
