tweet,image_url,tweet_link
that's why I'm not a racist person ,,https://x.com/blxccat
lgian banyak kok kehidupan abad pertengahan monarki yg bukan islam maju,,https://x.com/blxccat
@RhezaPramadityo,,https://x.com/persephoze
please live in the present thanks ,,https://x.com/blxccat
lu sendiri yg menyamai ideologi sama kepercayaan padahal gue menentang krn dasar islam adalah semurni-murninya kebaikan tp ideologi digunakan agar mewakili keberagaman rakyat. lah elu ujug ujug bisanya insulting gender sama keagamaan gue.,https://pbs.twimg.com/media/Go80hVYaMAAiRS5?format=jpg&name=small,https://x.com/blxccat
"lantas lu minim pengetahuan aliran politik dan pergerakan rakyat kok repot banget nyenggol nyenggol dari kemaren?? ga ada yg menghina ahli fikih tp lu dikritik dari luar aja kegores egonya apalagi feminis mau dilabeli pejuang syariat, yg ada dikata aliran sesat nanti",,https://x.com/blxccat
I never said rasul adalah feminist but I agree rasul taught us about gender equality in some cases.,,https://x.com/blxccat
"intinya gini ya mas wahyu, benar sekali bahwa islam-agama apapun yg dianut orang-itu benar. diatasnya isme walau penghasil pemikiran isme ini kebanyakan atheist. krn ajaran agama itu general dalam kebaikan, banyak kisah yg bersinggungan dgn praktek pemahaman isme",,https://x.com/blxccat
"oh, now u questioning their knowledge ",,https://x.com/blxccat
u tell urself when u mentioned some medieval era ,,https://x.com/blxccat
Singapore exists,,https://x.com/blxccat
"you need Islam laws, of course bcz u're a Muslim  my point is that religions will always be two, three, more and more step ahead than the isme. makanya beberapa konteks bisa bersinggungan dalam penggambaran beberapa isme terlebih sosialis. bukannya bener ",,https://x.com/blxccat
KAKK AKU WARLOK ORG BOGOR GMN INI  MASA KE PASAR DOANG KUDU PAKE,,https://x.com/zahrapepesikan
tanya aja ke temanmu yg ageha dan salah satu tugas individunya apa ,,https://x.com/zahrapepesikan
ada aja ,,https://x.com/zahrapepesikan
kak...........,,https://x.com/zahrapepesikan
"if I mentioned some country, I'll be the bad guy",,https://x.com/blxccat
Dan lucunya rakyat dicekoki pertunjukkan demo2 anti RUU TNI,,https://x.com/Widyawa64704930
"jadi mau bilang kalau nabi tidak anti kedzaliman apa begimana krn seinget gue nih, beberapa isme mendasari pergerakan rakyat yg mau melawan kedzaliman",,https://x.com/blxccat
stay strong hasha.. you didn't deserve the disrespect :(,,https://x.com/zahrapepesikan
"alasan kenapa harus diganti? 

ya benar, krn tidak mewakili ",,https://x.com/blxccat
so u just saying u're a fascist urself or what?,,https://x.com/blxccat
"it's more like they're doing too much.. especially in a scenario like this where you have to always be respectful. they should be professionals, right? they should've act like one.",,https://x.com/zahrapepesikan
